name,year,frequency
Associatif,73,2938
Actualites,73,1789
Clubs_foot,73,1249
Fortnite,73,2735
Jesus-Snap,73,761
Ukraine-Cryptos,73,535
Covid-cuisine,73,12
Film,74,658
Automobile,74,393
Musique,74,1479
Animaux,74,220
Sports,74,2087
Voyages,74,621
Gaming,74,2342
Divertissement,74,1410
Politique,74,1467
Beaute,74,1388
Education,74,816
Associatif,74,2933
Actualites,74,1772
Clubs_foot,74,1356
Fortnite,74,2970
Jesus-Snap,74,742
Ukraine-Cryptos,74,500
Covid-cuisine,74,13
Film,75,733
Automobile,75,382
Musique,75,1467
Animaux,75,240
Sports,75,1893
Voyages,75,727
Gaming,75,2458
Divertissement,75,1367
Politique,75,1408
Beaute,75,1420
Education,75,808
Associatif,75,2891
Actualites,75,1762
Clubs_foot,75,1118
Fortnite,75,3847
Jesus-Snap,75,760
Ukraine-Cryptos,75,551
Covid-cuisine,75,11
Film,76,779
Automobile,76,388
Musique,76,1504
Animaux,76,290
Sports,76,1780
Voyages,76,1012
Gaming,76,2419
Divertissement,76,1389
Politique,76,1446
Beaute,76,1426
Education,76,811
